	Locustag	Gene	Description	FeatureType	1276	1968	1970	983
1653	DN756_09105		L,D-transpeptidase	CDS	300.43794496356	266.8891352770997	297.36896762693635	272.97931472169995
1654	DN756_09110		major outer membrane lipoprotein	CDS	2925.7526748936466	2154.3287424284003	2503.8902041164433	2459.31012577691
1655	DN756_09115	pykF	pyruvate kinase PykF	CDS	232.91456272686037	270.6740430932973	192.473174474909	271.71069793081466
1656	DN756_09135		multidrug resistance protein MdtK	CDS	79.95550807027267	70.33791891227227	83.833156624385	79.88472246091884
1657	DN756_09145		riboflavin synthase	CDS	107.15378021045343	92.90503004008316	117.03616910294734	92.47237502356528
1658	DN756_09150		cyclopropane fatty acyl phospholipid synthase	CDS	107.24642662648434	50.67015735333943	110.48888382735966	57.973049977829
1659	DN756_09155		Bcr/CflA family multidrug efflux MFS transporter	CDS	21.6671895928941	11.007888772217603	15.614218266668834	14.100423616503667
1660	DN756_09160		LysR family transcriptional regulator	CDS	28.657538674243735	19.374059867044135	26.869910458454267	22.06270956959393
1661	DN756_09165		PurR family transcriptional regulator	CDS	92.8076371189552	117.17706079799967	120.79558827652367	122.93104077584765
1662	DN756_09170	ynhF	YnhF family membrane protein	CDS	17.419951549856933	18.547456622772234	19.84067940966523	20.4053149075241
1663	DN756_09175		superoxide dismutase [Fe]	CDS	484.6766757886007	434.681879096465	390.456099148433	526.9356067804778
1664	DN756_09180		hydrolase	CDS	66.50202548186674	50.67510115938483	56.16285724025446	47.93367963053573
1665	DN756_09185		hypothetical protein	CDS	2.4361983053308967	1.5791142437868266	2.5166429194560034	1.8999504151557136
1666	DN756_09190		Grx4 family monothiol glutaredoxin	CDS	396.62166010088896	320.341682871964	428.505012414832	297.42545133880066
1667	DN756_09195		gluconate 5-dehydrogenase	CDS	46.3195036604175	26.92490021228093	37.690479001787274	28.7459316200439
1668	DN756_09200		ribonuclease T	CDS	202.8910274495107	195.93360336302132	217.0670845594477	185.725967181829
1669	DN756_09205		lactoylglutathione lyase	CDS	71.9551792579546	58.74880829511027	78.2438121358283	57.5484708569536
1670	DN756_09210		RHS repeat protein	CDS	13.141242257543766	12.5555013166671	15.7089310283159	12.7577542319044
1671	DN756_09215		alkene reductase	CDS	100.63652054728009	100.97768448865703	98.12780408354399	90.67323497875367
1672	DN756_09220		TetR/AcrR family transcriptional regulator	CDS	34.009628647802465	32.16684418699717	34.98424853700194	33.75000714559027
1673	DN756_09225		transcriptional regulator slyA	CDS	1.3840658418945353	1.3823167939575667	0.573611232142166	1.0544001019677784
1674	DN756_09230		glycine zipper 2TM domain-containing protein	CDS	481.8855669024786	397.17562223579904	456.43856718775737	403.11020037825597
1675	DN756_09235		anhydro-N-acetylmuramic acid kinase	CDS	86.38467497648492	85.19191709202197	86.84615010842293	92.28107342320568
1676	DN756_09240		lipoprotein	CDS	20.994132014885967	20.196422572013734	17.352911641049033	17.5234032063134
1677	DN756_09245	pdxH	pyridoxamine 5'-phosphate oxidase	CDS	143.97610734500768	137.96554041667233	133.14248770959833	133.20205551442965
1678	DN756_09250		tyrosine--tRNA ligase	CDS	434.55540702960906	468.434125950585	462.9161241971406	454.88813840081
1679	DN756_09255		pyridoxamine kinase	CDS	105.79054390633299	115.25975498730934	105.06164466593117	108.21738735425333
1680	DN756_09260	gstA	glutathione transferase GstA	CDS	137.97204552752234	132.60673232001832	142.87564238622568	127.58240675502833
1681	DN756_09265		DUF3811 domain-containing protein	CDS	33.8171291670458	22.700381699424167	21.866129608509898	32.534839060328665
1682	DN756_09270		YIP1 family protein	CDS	10.11889212135126	6.9125922005300735	8.20640383741913	7.501151346351527
1683	DN756_09275		dipeptide and tripeptide permease A	CDS	154.425013483994	122.48770418674265	136.995197193693	155.20540147233035
1684	DN756_09280		CMD domain-containing protein	CDS	10.503842168368616	10.750689425660331	10.420583130247817	13.430888063661135
1685	DN756_09285	sapF	peptide ABC transporter ATP-binding protein SapF	CDS	133.92547898179865	152.81550421618797	122.73842572239067	152.48900386862064
1686	DN756_09290	sapD	peptide ABC transporter ATP-binding protein SapD	CDS	160.51398569226765	152.25206874772167	142.11938324467465	167.54127916654835
1687	DN756_09295	sapC	peptide ABC transporter permease SapC	CDS	94.21241677571628	83.253327394798	82.33135693195237	82.83618904698262
1688	DN756_09300	sapB	peptide ABC transporter permease SapB	CDS	90.9319469883003	83.90897065104947	87.0402376467802	91.81630043939624
1689	DN756_09305	sapA	peptide ABC transporter substrate-binding protein SapA	CDS	209.14134287213332	156.18201249415134	168.86699300517	173.20566926248398
1690	DN756_09310		hypothetical protein	CDS	1.2777397913780337	0.62124367333842	0.710335273894906	0.47605285251846435
1691	DN756_09315		phage shock protein operon transcriptional activator	CDS	41.35178683314766	35.25550876837527	43.3857768843356	40.8410412014706
1692	DN756_09320	pspA	phage shock protein PspA	CDS	369.4144096046616	90.37840615246834	156.55627691391734	167.85403358874265
1693	DN756_09325	pspB	envelope stress response membrane protein PspB	CDS	65.74706321609865	24.692591033671533	37.01106443261327	42.577899329220706
1694	DN756_09330	pspC	envelope stress response membrane protein PspC	CDS	109.80747771854435	45.13679887003224	62.57034769167037	69.14965285579659
1695	DN756_09335	pspD	phage shock protein PspD	CDS	44.109076008535794	17.5587355007528	25.854031110834935	27.33861396168187
1696	DN756_09340		YcjX family protein	CDS	326.80464322784	204.64841245296	278.639236441981	243.647346689713
1697	DN756_09345		TIGR01620 family protein	CDS	134.27500704948568	88.0002427948438	102.53276219648494	104.36348597390833
1698	DN756_09350		RES domain-containing protein	CDS	83.94784440511833	67.08039220973167	98.1719991574526	47.71564892226534
1699	DN756_09355		DUF2384 domain-containing protein	CDS	250.1051417352803	227.87345530299663	294.79184378920996	196.59322686305666
1700	DN756_09360	tyrR	transcriptional regulator TyrR	CDS	371.455326646266	430.98285160186293	372.20505221648637	425.8771178820327
1701	DN756_09365		2-Cys peroxiredoxin	CDS	1490.2670293600368	969.3134657286556	1375.2709942635065	948.512146387126
1702	DN756_09370		L-Ala-D/L-Glu epimerase	CDS	92.0757777770832	75.84275221818443	86.2009216442541	76.93797719401469
1703	DN756_09375	mpaA	murein tripeptide amidase MpaA	CDS	113.92035060755967	79.49952775639423	103.67792844321139	81.21369590749636
1704	DN756_09380		oligopeptide ABC transporter substrate-binding protein OppA	CDS	601.4336127629263	485.55576578110305	644.53379021746	518.5296141849873
1705	DN756_09385	zntB	zinc transporter ZntB	CDS	97.83370127632384	80.97381588557477	110.36735466120967	79.18297257825024
1706	DN756_09390		hypothetical protein	CDS	2.5684305466308732	1.5800594563433767	2.77720849640625	1.96551738296849
1707	DN756_09395		MerR family transcriptional regulator	CDS	11.095574876381953	11.980286031620237	11.248970579424332	9.24576935790504
1708	DN756_09405		alpha/beta hydrolase	CDS	40.6441106641613	39.663787075357796	39.02846422288013	36.0923082353081
1709	DN756_09410	ttcA	tRNA 2-thiocytidine(32) synthetase TtcA	CDS	294.290608328734	244.03141417673365	276.6409560799423	249.71042133535568
1710	DN756_09415	nifJ	pyruvate:ferredoxin (flavodoxin) oxidoreductase	CDS	296.394538078524	209.35171672037032	303.27563375761537	207.89578794867634
1711	DN756_09420		QacE family quaternary ammonium compound efflux SMR transporter	CDS	16.3039701190885	14.672765970175933	15.713029420014665	15.548779411513232
1712	DN756_09425		MgtC/SapB family protein	CDS	14.422140833728333	12.2023328136777	11.949028767850734	12.170315838538533
1713	DN756_09430		DUF333 domain-containing protein	CDS	26.63173400447573	21.8916137741942	20.402935854054064	20.518325795060264
1714	DN756_09435	hslJ	heat shock protein HslJ	CDS	344.16664316300466	245.76135955337534	336.6239176446723	205.51913910002398
1715	DN756_09440		2-hydroxyacid dehydrogenase	CDS	1877.7946886795835	1547.55156554115	1767.1192849085464	1287.1143923504235
1716	DN756_09445		YdbH family protein	CDS	189.75630639709598	170.99570576721968	196.27530135790064	168.12993990286603
1717	DN756_09450		YnbE family lipoprotein	CDS	4.702209307928746	4.283882717857327	5.420291162228754	5.559458096342474
1718	DN756_09455		DUF1318 domain-containing protein	CDS	22.715840266804733	20.5804983792287	21.722951996942232	21.2020996905242
1719	DN756_09460		mannitol dehydrogenase family protein	CDS	12.123444927014388	12.259944926181634	12.678540624859332	13.076249644221399
1720	DN756_09465		sugar-binding transcriptional regulator	CDS	91.7207682663766	94.09649755960106	93.63547830048837	80.9777675060299
1721	DN756_09470		FMN-dependent NADH-azoreductase	CDS	135.397812686829	91.0585390241957	148.228925709707	75.41711577064909
1722	DN756_09475	hrpA	ATP-dependent RNA helicase HrpA	CDS	477.51877020309166	498.457134904597	474.6019247380503	484.983506210064
1723	DN756_09480		type II toxin-antitoxin system RelE/ParE family toxin	CDS	1.81946722131143	1.5158782539483866	1.6681368960240768	1.3051665359662168
1724	DN756_09485		XRE family transcriptional regulator	CDS	9.287851527437534	9.968218651315274	11.475831436336174	8.219511669125588
1725	DN756_09490		serine protease	CDS	5.155829620759963	3.0703469152684	2.9689298165520364	2.473072171891573
1726	DN756_09495	asr	acid resistance repetitive basic protein Asr	CDS	0.8950478944602754	0.255602213954841	0.46116138524794636	0.5636562778020849
1727	DN756_09505		cytochrome b	CDS	2.01871804111617	1.98340912872771	3.1061360942328697	1.7047793420494486
1728	DN756_09510		YceI family protein	CDS	4.910348755058287	4.3792085366136435	6.2477510400990175	3.3889298263167333
1729	DN756_09520		DNA gyrase	CDS	11.538495924626673	15.6908136562789	12.370590052633434	12.14084411967009
1730	DN756_09525		RHS repeat protein	CDS	837.6989800876296	1112.7816357809	1050.9689440484797	756.4187252593155
1731	DN756_09530		carboxypeptidase M32	CDS	120.190105651885	104.04997804423067	113.11699271847966	111.870288692519
1732	DN756_09535	rstB	two-component system sensor histidine kinase RstB	CDS	48.011144792650434	38.3253274831303	52.36076510545286	45.755891828716805
1733	DN756_09540	rstA	two-component system response regulator RstA	CDS	41.66775931577006	28.3006721188983	32.37017673316234	29.462009620907963
1734	DN756_09545		hypothetical protein	CDS	15.968111813821599	7.550205589930954	9.924683433144317	10.154709360484846
1735	DN756_09550		amino acid permease	CDS	79.73336172090454	69.15295722964254	93.62795301092645	60.4828571515381
1736	DN756_09555		DUF1471 domain-containing protein	CDS	367.11364817627435	300.16983314670796	356.49621594020465	341.654736722647
1737	DN756_09560		hypothetical protein	CDS	107.49505045833332	70.40474738276522	76.587366813646	88.81052386148558
1738	DN756_09565	pntA	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	CDS	1325.32113348305	1296.1523395215434	1156.0285820654033	1178.6036189464066
1739	DN756_09570		Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	CDS	1173.22274224772	1293.8318720120067	988.5388429734381	1177.0189799049233
1740	DN756_09575	uspE	universal stress protein UspE	CDS	655.3173354680824	546.0302424418227	707.4416622878847	537.628628086863
1741	DN756_09580		fumarate/nitrate reduction transcriptional regulator Fnr	CDS	467.206449099373	404.7875833917533	481.248671481504	395.2931818866967
1742	DN756_09585		methylated-DNA--[protein]-cysteine S-methyltransferase	CDS	183.86763183828666	182.623222370874	181.91956392113568	166.10055540643233
1743	DN756_09590		alkaline phosphatase	CDS	16.3170563049271	10.670665163157025	15.204911802673633	11.188301053522466
1744	DN756_09595		hypothetical protein	CDS	14.192784076848866	11.610110740423634	18.58356588032697	13.4900740434456
1745	DN756_09600		dUMP phosphatase	CDS	72.22691876869997	83.9515224681286	98.60274209986217	81.43425730782954
1746	DN756_09605		acetolactate synthase isozyme 1 small subunit	CDS	6.70315301143189	6.0823706411993195	5.755903471866493	6.174490757514227
1747	DN756_09610		acetolactate synthase large subunit	CDS	65.8211496875595	45.70102010500647	52.20837584322613	47.37486876964717
1748	DN756_09615	ivbL	ilvB operon leader peptide IvbL	CDS	3.0795851742177436	1.25442660930606	2.439969657373427	2.091129784871947
1749	DN756_09620		DUF1460 domain-containing protein	CDS	11.662147453921031	15.297852739646634	14.221507189469236	11.123515246007363
1750	DN756_09625		virulence factor	CDS	1.733921794073157	1.57403187030771	2.1067316268261997	2.0466557854325305
1751	DN756_09630		virulence factor SrfB	CDS	3.8585148390932233	3.1914432289554866	3.8854263265820763	4.6229085580416935
1752	DN756_09635		virulence factor	CDS	4.259427857202733	2.9760277826950863	4.643338308420116	3.369055379351687
1753	DN756_09640		AMP nucleosidase	CDS	135.44253602692467	115.09100995727432	141.710447389978	115.20933951072834
1754	DN756_09645		ABC transporter ATP-binding protein	CDS	2.840421878129073	3.6888179691228467	4.012613822644003	2.82051216639238
1755	DN756_09650		ABC transporter permease	CDS	0.5082936609925196	0.6632049567038516	1.6532516446565853	0.7095442111683212
1756	DN756_09655		ABC transporter substrate-binding protein	CDS	1.1147829778493803	1.3926596962639763	1.5340848665402167	0.6655343223200877
1757	DN756_09660		DUF2291 domain-containing protein	CDS	4.064696871371907	3.80789859360508	4.703238957111694	4.250389632560206
1758	DN756_09665		sugar ABC transporter ATP-binding protein	CDS	12.4329474534035	10.18683308375248	11.723007261309817	12.158356031477368
1759	DN756_09670		ABC transporter permease	CDS	12.796058638480401	10.520802498540986	10.139485863075057	12.469458199792435
1760	DN756_09675		D-ribose ABC transporter substrate-binding protein	CDS	20.49005246032557	14.1474922255493	17.485034726820533	15.392327789209133
1761	DN756_09680		hypothetical protein	CDS	42.81929890213346	45.53485700804487	38.57677747327973	42.8229894733966
1762	DN756_09685		LacI family DNA-binding transcriptional regulator	CDS	59.477216030232434	64.13749226979341	55.65401903507143	57.3630670797663
1763	DN756_09690	nhaC	Na+/H+ antiporter NhaC	CDS	70.96237020632424	96.8157687548923	66.57180687652624	107.74100214891934
1764	DN756_09695		pyridoxal phosphate-dependent aminotransferase	CDS	57.3235105536448	79.85750544668768	50.59601151356262	90.10511714618765
1765	DN756_09700		hypothetical protein	CDS	0.93149439987766	0.756284811930325	0.424939465058155	1.1717655463457721
1766	DN756_09705		hypothetical protein	CDS	1.5191597790480031	0.9006621666456313	1.1798079003490562	0.6378922963358796
1767	DN756_09710		cycle-inhibiting factor	CDS	96.5394388903025	59.28268924200714	81.53108967400247	67.5913687970458
1768	DN756_09715		DMT family transporter	CDS	168.48679811584466	68.45252468785787	173.619508001721	27.29163219811667
1769	DN756_09720		hypothetical protein	CDS	34.37077450869887	23.02021096921963	41.729289980464394	21.94442164481623
1770	DN756_09725		aldehyde dehydrogenase	CDS	348.1724428202394	382.75438766077696	504.62707819634767	282.73596780378597
1771	DN756_09730		sigma-54-dependent Fis family transcriptional regulator	CDS	194.86742972989566	125.13041702635132	177.463035125265	133.33638859890502
1772	DN756_09735	ydfG	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	CDS	152.485193991595	109.33148932940468	164.76944975578166	96.6166141351239
1773	DN756_09740		DUF1283 family protein	CDS	58.61707944014844	47.93164670965333	65.28287008065404	40.787921114441
1774	DN756_09745		DUF1161 domain-containing protein	CDS	34.046666414089266	37.07593971069657	43.932234549467466	28.005666632768605
1775	DN756_09750	clcB	voltage-gated ClC-type chloride channel ClcB	CDS	16.1694689013228	13.008906894354633	12.780905098952532	11.404685406406315
1776	DN756_09755		dethiobiotin synthase	CDS	273.37630509343563	251.71593858003635	326.39290288476064	176.72071379714734
1777	DN756_09760		ROK family transcriptional regulator	CDS	67.84315382611636	59.4981684787328	59.17561059643703	63.988218495461574
1778	DN756_09765		LysR family transcriptional regulator	CDS	26.50088008952063	28.82705206668963	29.8288261745263	18.706463924477166
1779	DN756_09770		MFS transporter	CDS	177.48767243083367	153.7337177640147	187.36697099698733	201.162001456017
1780	DN756_09775		DNA replication terminus site-binding protein	CDS	29.161769269427097	26.118604038751062	30.6425213123828	37.408970590260566
1781	DN756_09780	fumC	class II fumarate hydratase	CDS	101.26423154944156	134.70370243384767	116.44625597870466	103.18117579288985
1782	DN756_09785		mannose-6-phosphate isomerase	CDS	998.4047057804343	736.830541579881	872.4188814610601	766.5064736968117
1783	DN756_09790		DUF945 domain-containing protein	CDS	1098.1806124278735	859.4945830117257	1108.2471501650964	827.34111587256
1784	DN756_09795		GntR family transcriptional regulator	CDS	59.06256509529367	68.63962761614	47.90250283469617	66.7683170974869
1785	DN756_09800		haloacid dehalogenase-like hydrolase	CDS	402.47940706869167	372.86041820884	291.93071229602265	423.654573510958
1786	DN756_09805		hypothetical protein	CDS	5.37195341421167	4.233530430925047	7.830642600205892	3.8805751221842804
1787	DN756_09810		adenosine deaminase	CDS	235.62497960572966	202.47640990543434	251.49574724643603	208.992486638773
1788	DN756_09815		bile acid:sodium symporter	CDS	39.9489394047302	36.1345446388235	40.7708823023207	45.72688230120037
1789	DN756_09820		oxidoreductase	CDS	153.21691020217398	121.25493657126067	150.23278814579734	132.79632144952032
1790	DN756_09825	araC	arabinose operon transcriptional regulator AraC	CDS	58.259548515485164	57.5580036821414	51.5825012550031	71.60171801334526
1791	DN756_09830	araH	L-arabinose ABC transporter permease AraH	CDS	39.2294554720019	36.237917594218395	28.914664890676733	43.440560434524336
1792	DN756_09835		arabinose import ATP-binding protein AraG	CDS	25.67675488942167	25.448226242394835	18.351863563159835	31.9061047203525
1793	DN756_09840		arabinose ABC transporter substrate-binding protein	CDS	14.775913803386134	15.795886437670667	12.084217880883841	21.89730051558203
1794	DN756_09845		ribulokinase	CDS	2.7618069341056035	3.3239435669476403	2.1066578257263067	2.9793454133129003
1795	DN756_09850		L-arabinose isomerase	CDS	9.045224448259763	8.591519469160959	7.974782531269626	6.29746177040558
1796	DN756_09855		type I secretion system permease/ATPase	CDS	54.49812509613471	36.839237026900804	56.68391582043514	39.02934935490307
1797	DN756_09860		HlyD family type I secretion periplasmic adaptor subunit	CDS	5.5659355352177435	4.191096155141531	6.089060491396104	3.42521989432414
1798	DN756_09865		type I secretion system permease/ATPase	CDS	9.622799830149651	4.5763008235128035	14.665443416030334	5.039416363673593
1799	DN756_09870		DUF2569 domain-containing protein	CDS	45.0828769860199	27.346524873742037	29.247503848673603	34.233560204838966
1800	DN756_09875		electron transport complex subunit A	CDS	59.4876095672772	47.45671512502977	55.82468830113663	51.86591190918316
1801	DN756_09880	rsxB	electron transport complex subunit RsxB	CDS	47.14218795469247	48.16594538090667	52.4097016016437	54.10005714273327
1802	DN756_09885	rsxC	electron transport complex subunit RsxC	CDS	88.19652539513436	96.87616842207564	83.3995603183158	94.8127146274292
1803	DN756_09890		right oriC-binding transcriptional activator	CDS	86.50652159006972	121.403997311726	116.10855991323733	97.82329076637971
1804	DN756_09895	rsxD	electron transport complex subunit RsxD	CDS	74.89743534364892	76.5855517467631	87.41752069427638	65.7884032513162
1805	DN756_09900		electron transport complex subunit G	CDS	47.22618965482197	57.53005550030087	57.96389841853653	46.381679124217335
1806	DN756_09905		electron transport complex subunit E	CDS	31.118589307250733	33.01992823075377	29.862117778597604	24.8331096777703
1807	DN756_09910		endonuclease III	CDS	42.49173212924877	44.74090674744093	49.96453084079337	30.608316160473134
1808	DN756_09915		SDR family oxidoreductase	CDS	31.908967830796637	28.832507143325568	28.00588883663507	28.335571787525137
1809	DN756_09920		MFS transporter	CDS	10.725980720928165	8.250825467124894	7.593787971168459	9.781008190207986
1810	DN756_09925		exoribonuclease 2	CDS	363.291006250603	367.714524487187	405.16581486912565	358.304193195906
1811	DN756_09930		carbon starvation protein A	CDS	103.00828204566282	129.36160266175	76.16124485317214	145.20074742607767
1812	DN756_09935		DUF466 domain-containing protein	CDS	21.289610978597135	30.013595261741	17.48736489544333	30.537665020048966
1813	DN756_09940	fsa	fructose-6-phosphate aldolase	CDS	9.292822408024042	10.51051403205024	12.4156745699185	10.48272753704638
1814	DN756_09945		DUF2164 domain-containing protein	CDS	1.89717934285055	1.3326156547915466	2.2159903249735033	0.7466727247841277
1815	DN756_09950	araD	L-ribulose-5-phosphate 4-epimerase	CDS	4.299338145709229	2.2472241909012234	2.8387428844106366	3.62756838367147
1816	DN756_09955	osmB	osmotically-inducible lipoprotein OsmB	CDS	237.24780642065534	290.8797660676237	257.56604727400696	248.06430636734999
1817	DN756_09960	yciH	stress response translation initiation inhibitor YciH	CDS	30.5083426521265	26.803711419422967	33.087302739379275	23.998856490833333
1818	DN756_09965		orotidine-5'-phosphate decarboxylase	CDS	99.61298557742367	87.48432792433216	104.8260784788019	82.38325363959099
1819	DN756_09970		hypothetical protein	CDS	3.6624235333541333	2.119867700014637	2.663459543927537	1.9314103341646967
1820	DN756_09975	lapB	lipopolysaccharide assembly protein LapB	CDS	214.411370779019	186.55495194158902	203.77589967910367	176.03623715791068
1821	DN756_09980		LapA family protein	CDS	51.94221965327316	41.64059533637043	46.06445508597893	41.655194621743
1822	DN756_09985		phosphatidylglycerophosphatase B	CDS	21.1156649915994	14.550911953930102	20.573323034156363	17.54036697273823
1823	DN756_09990	ribA	GTP cyclohydrolase II	CDS	58.81709505595817	59.54268858701197	59.16263058068743	60.301882403657636
1824	DN756_09995	acnA	aconitate hydratase AcnA	CDS	1152.78888782351	726.7345950442644	1115.5296891496198	575.4880410813043
1825	DN756_10005		hypothetical protein	CDS	1.1577074613506724	1.1255912120979967	1.0619402278171866	1.2926165661269653
1826	DN756_10010	cysB	HTH-type transcriptional regulator CysB	CDS	161.16314329631834	124.20071763944065	163.83998344324098	122.45146415207365
1827	DN756_10015	topA	type I DNA topoisomerase	CDS	275.7616368519037	267.957191940135	289.74430551627466	297.088582605937
1828	DN756_10020		hypothetical protein	CDS	5.768353049158584	3.9114450706704837	5.734456101394358	5.784786532258136
1829	DN756_10025		DUF2498 family protein	CDS	107.398709978672	134.39918469971133	115.41296444087	113.139854625962
1830	DN756_10030	sohB	protease SohB	CDS	84.4888754184976	74.034553831003	86.66664961371218	76.68778752198973
1831	DN756_10035		YciK family oxidoreductase	CDS	117.64801433621368	81.25289662996194	115.00260060294433	86.97299485157667
1832	DN756_10040	cobO	cob(I)yrinic acid a,c-diamide adenosyltransferase	CDS	47.51894579093916	39.90232102747907	56.555458909420906	44.376370829923104
1833	DN756_10045	rluB	23S rRNA pseudouridine(2605) synthase RluB	CDS	308.51911096964903	331.147990331056	333.87778649095935	303.9920145623177
1834	DN756_10050		threonylcarbamoyl-AMP synthase	CDS	101.06803082498384	88.14215961917932	114.47260217080999	76.83384736341687
1835	DN756_10055		PHP domain-containing protein	CDS	58.484115611201226	52.28162897144474	59.8646474034584	52.9500472807648
1836	DN756_10070		anthranilate synthase component 1	CDS	6.5933696286375865	12.756728447649996	8.486908167013993	9.598751894825744
1837	DN756_10075		glutamine amidotransferase	CDS	3.08561210568905	4.647695225754257	3.9538621485583363	4.1515960789476765
1838	DN756_10080	trpD	anthranilate phosphoribosyltransferase	CDS	11.667563659567955	14.084084345893865	12.654977279146332	9.91745165333827
1839	DN756_10085	trpF	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF	CDS	148.54823740605102	100.53336406144723	149.773545114604	124.18490730321366
1840	DN756_10090	trpB	tryptophan synthase subunit beta	CDS	156.20855511857135	126.21006529151767	152.85348996132234	150.23462325389266
1841	DN756_10095		tryptophan synthase subunit alpha	CDS	108.11572010004333	76.5024678377963	98.46008355075371	89.54343001426128
1842	DN756_10100		BON domain-containing protein	CDS	13.9228818483906	7.67685649723562	11.8567640863941	10.061515634602971
1843	DN756_10105	ompW	outer membrane protein OmpW	CDS	788.2141012975945	1096.748784325936	679.4477929555777	1089.8468418198565
1844	DN756_10115		UPF0259 family protein	CDS	237.97015420291333	209.024417994476	209.98554734550865	219.98129647185033
1845	DN756_10120		SulP family inorganic anion transporter	CDS	120.37576168615367	94.8331306320653	128.90914170482566	92.1149538950114
1846	DN756_10130		intracellular septation protein A	CDS	94.54741326366502	83.8694576891129	89.56665040628333	85.35772306496632
1847	DN756_10135	yciA	acyl-CoA thioester hydrolase YciA	CDS	52.40325885480234	44.1671119842075	54.795287246556434	42.396779387566035
1848	DN756_10140	tonB	TonB system transport protein TonB	CDS	29.04655105781107	14.126164627819866	22.095718479214934	15.247236284055633
1849	DN756_10145		YciI family protein	CDS	11.010484871311183	7.733352279645679	8.541046994061789	8.89655316948105
1850	DN756_10150		hypothetical protein	CDS	1.8203693145366333	1.2692015096049298	2.02196852683709	2.1390263336211164
1851	DN756_10155		hypothetical protein	CDS	6.9304127559418065	14.889716303132667	4.988078728920467	12.921306843551534
1852	DN756_10170		cardiolipin synthase A	CDS	99.3231040387825	73.78167134527574	108.1269235122222	83.74398121426944
1853	DN756_10175		DUF440 family protein	CDS	14.9985184919583	12.2079962789266	17.707793435874766	12.471410123320053
1854	DN756_10180		hypothetical protein	CDS	1.670820233047543	0.8069311636528956	1.46294013174513	0.9115546421113746
1855	DN756_10185	oppF	oligopeptide ABC transporter ATP-binding protein OppF	CDS	29.207247533462663	27.323958770945367	26.6090102477757	24.865488290829195
1856	DN756_10190	oppD	oligopeptide ABC transporter ATP-binding protein OppD	CDS	32.83053410038303	32.338711344219	33.37711247266876	35.02323438404123
1857	DN756_10195	oppC	oligopeptide ABC transporter permease OppC	CDS	19.56744522925443	15.168079167692767	18.9772834537269	16.127632788949402
1858	DN756_10200	oppB	oligopeptide ABC transporter permease OppB	CDS	19.3650341661249	16.531182025548237	19.543732419268768	19.334342596496835
1859	DN756_10205	oppA	oligopeptide ABC transporter substrate-binding protein OppA	CDS	68.4170007025417	60.51545777729177	67.50943522427444	56.9739415005291
1860	DN756_10210		YchE family NAAT transporter	CDS	26.6338863821525	23.3506282635477	27.23108763123727	31.21284055090723
1861	DN756_10215		hypothetical protein	CDS	1.8160019797040265	0.6465396312918776	1.5933187765539831	1.0207361550573577
1862	DN756_10220		bifunctional acetaldehyde-CoA/alcohol dehydrogenase	CDS	829.2968282746791	1132.6525447876156	700.7604262481664	991.0786854062936
1863	DN756_10230		thymidine kinase	CDS	29.928058073524436	25.282092606418402	28.3269136280837	18.4807286632811
1864	DN756_10235		DNA-binding transcriptional regulator H-NS	CDS	176.13064108139565	192.63019583139865	192.45241462190666	168.80817509438864
1865	DN756_10245		UDP-glucose/GDP-mannose dehydrogenase family protein	CDS	9.637562160545293	13.677837562213435	11.800275989749133	11.997630065579166
1866	DN756_10250	rssB	two-component system response regulator RssB	CDS	23.220070861988102	23.552226465833865	26.179024491358135	19.728538912347034
1867	DN756_10255		YchJ family protein	CDS	189.3351566390197	125.17871997958366	143.68025612648498	133.37583005758333
1868	DN756_10260	purU	formyltetrahydrofolate deformylase	CDS	263.58277156211767	187.51461713404402	263.14652333096836	211.193338561403
1869	DN756_10290		exodeoxyribonuclease III	CDS	68.1111561928084	68.09702418228743	77.06092594074227	65.21312901120693
1870	DN756_10295		pyrimidine (deoxy)nucleoside triphosphate diphosphatase	CDS	9.832455013365342	9.095926936987743	12.303751069420066	7.995006410903215
1871	DN756_10300		DUF1496 domain-containing protein	CDS	48.18056169034737	51.53777435158137	41.23989517356123	45.47478082073909
1872	DN756_10305	topB	DNA topoisomerase III	CDS	399.7462285362257	384.652311896885	373.3921133052924	371.77476707527495
1873	DN756_10310	selD	selenide, water dikinase SelD	CDS	315.0900744626087	287.49671903808303	319.43699658430603	290.92878472237436
1874	DN756_10315		NAD(P)H nitroreductase	CDS	91.8397696195053	100.55734587779084	94.80379102080224	96.07431242200767
1875	DN756_10320	sppA	signal peptide peptidase SppA	CDS	303.742337273579	267.82223514851233	299.40000480935265	280.54118952125566
1876	DN756_10325		L-asparaginase 1	CDS	98.64853644624026	99.077774649086	103.71922474159409	95.98296564655197
1877	DN756_10330		bifunctional nicotinamidase/pyrazinamidase	CDS	42.20454251014237	36.02969895534403	41.35811658079577	36.24085673446756
1878	DN756_10335		DUF1315 family protein	CDS	156.38501887323034	100.42746978703143	124.792022046936	137.2251113759083
1879	DN756_10340	msrB	peptide-methionine (R)-S-oxide reductase	CDS	243.28604668729201	173.185270300089	222.02068918888065	189.040525375099
